shedno,seqno,ridge,elev,drec,seqno_shed,drec_shed,upslope,initial_shed,row,col,missing,buffer,elev_orig,edge_map,ddir,flatcell,data,vol2fl,mm2fl,parea,elev_diff,local_shed,local_ddir,local_elev_diff
8,1326,False,675.695,1235,741,691,1,1,15,38,False,False,675.695,False,9,False,-9999,0.0,0.0,0.0,0.0,8,9,0.0
8,1327,False,675.663,1236,742,692,1,1,15,39,False,False,675.663,False,9,False,-9999,0.0,0.0,0.0,0.0,8,9,0.0
8,1328,False,675.63,1329,743,744,1,1,15,40,False,False,675.63,False,6,False,-9999,0.0,0.0,0.0,0.0,8,6,0.0
8,1329,False,675.591,1330,744,745,2,1,15,41,False,False,675.591,False,6,False,-9999,0.0,0.0,0.0,0.03899999999998727,8,6,0.03899999999998727
8,1330,False,675.546,1331,745,746,3,1,15,42,False,False,675.546,False,6,False,-9999,0.0,0.0,0.0,0.08399999999994634,8,6,0.08399999999994634
8,1331,False,675.493,1332,746,747,4,1,15,43,False,False,675.493,False,6,False,-9999,0.0,0.0,0.0,0.1369999999999436,8,6,0.1369999999999436
8,1332,False,675.435,1333,747,748,5,1,15,44,False,False,675.435,False,6,False,-9999,0.0,0.0,0.0,0.19500000000005002,8,6,0.19500000000005002
8,1333,False,675.373,1334,748,749,6,1,15,45,False,False,675.373,False,6,False,-9999,0.0,0.0,0.0,0.25699999999994816,8,6,0.25699999999994816
8,1334,False,675.315,1335,749,750,7,1,15,46,False,False,675.315,False,6,False,-9999,0.0,0.0,0.0,0.3149999999999409,8,6,0.3149999999999409
8,1335,False,675.27,1336,750,751,8,1,15,47,False,False,675.27,False,6,False,-9999,0.0,0.0,0.0,0.36000000000001364,8,6,0.36000000000001364
8,1336,False,675.241,1429,751,802,16,1,15,48,False,False,675.241,False,3,False,-9999,0.0,0.0,0.0,0.7290000000000418,8,3,0.7290000000000418
8,1337,False,675.221,1430,752,803,11,1,15,49,False,False,675.221,False,3,False,-9999,0.0,0.0,0.0,0.4420000000000073,8,3,0.4420000000000073
8,1338,False,675.2,1431,753,804,571,1,15,50,False,False,675.2,False,3,False,-9999,0.0,0.0,0.0,59.94299999999953,8,3,59.94299999999953
8,1339,False,675.171,1432,754,805,11,1,15,51,False,False,675.171,False,3,False,-9999,0.0,0.0,0.0,1.0339999999999918,8,3,1.0339999999999918
8,1340,False,675.133,1433,755,806,11,1,15,52,False,False,675.133,False,3,False,-9999,0.0,0.0,0.0,1.0810000000000173,8,3,1.0810000000000173
8,1341,False,675.091,1434,756,807,13,1,15,53,False,False,675.091,False,3,False,-9999,0.0,0.0,0.0,1.4429999999999836,8,3,1.4429999999999836
8,1342,False,675.051,1435,757,808,6,1,15,54,False,False,675.051,False,3,False,-9999,0.0,0.0,0.0,0.6329999999999245,8,3,0.6329999999999245
8,1343,False,675.016,1435,758,808,7,1,15,55,False,False,675.016,False,2,False,-9999,0.0,0.0,0.0,0.8509999999999991,8,2,0.8509999999999991
8,1344,False,674.986,1436,759,809,8,1,15,56,False,False,674.986,False,2,False,-9999,0.0,0.0,0.0,1.0430000000000064,8,2,1.0430000000000064
8,1345,False,674.958,1437,760,810,10,1,15,57,False,False,674.958,False,2,False,-9999,0.0,0.0,0.0,1.2269999999999754,8,2,1.2269999999999754
8,1346,False,674.937,1438,761,811,9,1,15,58,False,False,674.937,False,2,False,-9999,0.0,0.0,0.0,1.183999999999969,8,2,1.183999999999969
8,1347,False,674.934,1439,762,812,10,1,15,59,False,False,674.934,False,2,False,-9999,0.0,0.0,0.0,1.2390000000000327,8,2,1.2390000000000327
8,1348,False,674.957,1440,763,813,11,1,15,60,False,False,674.957,False,2,False,-9999,0.0,0.0,0.0,1.2409999999999854,8,2,1.2409999999999854
8,1349,False,675.008,1441,764,814,26,1,15,61,False,False,675.008,False,2,False,-9999,0.0,0.0,0.0,2.939999999999941,8,2,2.939999999999941
8,1350,False,675.078,1442,765,815,1,1,15,62,False,False,675.078,False,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,1351,False,675.144,1442,766,815,2,1,15,63,False,False,675.144,False,1,False,-9999,0.0,0.0,0.0,0.15999999999996817,8,1,0.15999999999996817
8,1352,False,675.197,1444,767,817,9,1,15,64,False,False,675.197,False,2,False,-9999,0.0,0.0,0.0,0.7740000000000009,8,2,0.7740000000000009
8,1353,False,675.237,1445,768,818,10,1,15,65,False,False,675.237,False,2,False,-9999,0.0,0.0,0.0,0.8039999999999736,8,2,0.8039999999999736
8,1354,False,675.271,1446,769,819,11,1,15,66,False,False,675.271,False,2,False,-9999,0.0,0.0,0.0,0.9630000000000791,8,2,0.9630000000000791
8,1355,True,675.306,1447,770,820,14,1,15,67,False,False,675.306,False,2,False,-9999,0.0,0.0,0.0,1.44500000000005,8,2,1.44500000000005
3,1356,True,675.344,1448,277,301,33,3,15,68,False,False,675.344,False,2,False,-9999,0.0,0.0,0.0,6.812000000000012,3,2,6.812000000000012
3,1357,False,675.376,1449,278,302,14,3,15,69,False,False,675.376,False,2,False,-9999,0.0,0.0,0.0,2.8390000000000555,3,2,2.8390000000000555
3,1358,False,675.39,1450,279,303,4,3,15,70,False,False,675.39,False,2,False,-9999,0.0,0.0,0.0,0.3930000000000291,3,2,0.3930000000000291
3,1359,False,675.375,1451,280,304,14,3,15,71,False,False,675.375,False,2,False,-9999,0.0,0.0,0.0,3.0030000000000427,3,2,3.0030000000000427
3,1360,False,675.336,1453,281,306,14,3,15,72,False,False,675.336,False,3,False,-9999,0.0,0.0,0.0,3.1860000000000355,3,3,3.1860000000000355
3,1361,False,675.283,1453,282,306,5,3,15,73,False,False,675.283,False,2,False,-9999,0.0,0.0,0.0,0.8039999999999736,3,2,0.8039999999999736
3,1362,False,675.226,1454,283,307,14,3,15,74,False,False,675.226,False,2,False,-9999,0.0,0.0,0.0,3.413000000000011,3,2,3.413000000000011
3,1363,False,675.176,1455,284,308,14,3,15,75,False,False,675.176,False,2,False,-9999,0.0,0.0,0.0,3.5519999999999072,3,2,3.5519999999999072
3,1364,False,675.144,1456,285,309,6,3,15,76,False,False,675.144,False,2,False,-9999,0.0,0.0,0.0,1.344000000000051,3,2,1.344000000000051
3,1365,False,675.131,1457,286,310,14,3,15,77,False,False,675.131,False,2,False,-9999,0.0,0.0,0.0,3.6549999999999727,3,2,3.6549999999999727
3,1366,False,675.138,1458,287,311,13,3,15,78,False,False,675.138,False,2,False,-9999,0.0,0.0,0.0,3.5249999999999773,3,2,3.5249999999999773
3,1367,False,675.177,1459,288,312,20,3,15,79,False,False,675.177,False,2,False,-9999,0.0,0.0,0.0,5.4950000000000045,3,2,5.4950000000000045
3,1368,False,675.25,1460,289,313,11,3,15,80,False,False,675.25,False,2,False,-9999,0.0,0.0,0.0,3.1860000000000355,3,2,3.1860000000000355
3,1369,False,675.349,1461,290,314,24,3,15,81,False,False,675.349,False,2,False,-9999,0.0,0.0,0.0,6.9249999999999545,3,2,6.9249999999999545
3,1370,False,675.474,1461,291,314,37,3,15,82,False,False,675.474,False,1,False,-9999,0.0,0.0,0.0,10.843999999999937,3,1,10.843999999999937
3,1371,False,675.628,1462,292,315,17,3,15,83,False,False,675.628,False,1,False,-9999,0.0,0.0,0.0,3.500999999999749,3,1,3.500999999999749
3,1372,False,675.789,1463,293,316,5,3,15,84,False,False,675.789,False,1,False,-9999,0.0,0.0,0.0,1.8150000000000546,3,1,1.8150000000000546
3,1373,False,675.947,1464,294,317,6,3,15,85,False,False,675.947,False,1,False,-9999,0.0,0.0,0.0,1.933999999999969,3,1,1.933999999999969
3,1374,False,676.106,1465,295,318,16,3,15,86,False,False,676.106,False,1,False,-9999,0.0,0.0,0.0,3.2169999999999845,3,1,3.2169999999999845
3,1375,False,676.262,1466,296,319,9,3,15,87,False,False,676.262,False,1,False,-9999,0.0,0.0,0.0,2.1580000000000155,3,1,2.1580000000000155
3,1376,False,676.412,1467,297,320,4,3,15,88,False,False,676.412,False,1,False,-9999,0.0,0.0,0.0,1.2129999999999654,3,1,1.2129999999999654
3,1377,False,676.565,1468,298,321,3,3,15,89,False,False,676.565,False,1,False,-9999,0.0,0.0,0.0,0.8379999999999654,3,1,0.8379999999999654
3,1378,False,676.726,1469,299,322,2,3,15,90,False,False,676.726,False,1,False,-9999,0.0,0.0,0.0,0.42799999999999727,3,1,0.42799999999999727
3,1379,False,676.885,1470,300,323,1,3,15,91,False,False,676.885,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
,1380,,,,120,,0,,15,92,,True,,True,,False,-9999,0.0,0.0,0.0,0.0,,,0.0
,1381,,,,121,,0,,16,1,,True,,True,,False,-9999,0.0,0.0,0.0,0.0,,,0.0
2,1382,False,678.098,1475,114,131,1,2,16,2,False,False,678.098,True,3,False,-9999,0.0,0.0,0.0,0.0,2,3,0.0
2,1383,False,678.017,1476,115,132,25,2,16,3,False,False,678.017,False,3,False,-9999,0.0,0.0,0.0,3.8019999999999072,2,3,3.8019999999999072
2,1384,False,677.947,1476,116,132,9,2,16,4,False,False,677.947,False,2,False,-9999,0.0,0.0,0.0,1.6549999999999727,2,2,1.6549999999999727
2,1385,False,677.891,1477,117,133,7,2,16,5,False,False,677.891,False,2,False,-9999,0.0,0.0,0.0,1.3770000000000664,2,2,1.3770000000000664
2,1386,False,677.85,1478,118,134,6,2,16,6,False,False,677.85,False,2,False,-9999,0.0,0.0,0.0,1.15300000000002,2,2,1.15300000000002
2,1387,False,677.82,1479,119,135,5,2,16,7,False,False,677.82,False,2,False,-9999,0.0,0.0,0.0,0.90199999999993,2,2,0.90199999999993
2,1388,False,677.79,1480,120,136,8,2,16,8,False,False,677.79,False,2,False,-9999,0.0,0.0,0.0,1.6370000000000573,2,2,1.6370000000000573
2,1389,False,677.752,1481,121,137,4,2,16,9,False,False,677.752,False,2,False,-9999,0.0,0.0,0.0,0.6040000000000418,2,2,0.6040000000000418
2,1390,False,677.706,1482,122,138,3,2,16,10,False,False,677.706,False,2,False,-9999,0.0,0.0,0.0,0.37999999999999545,2,2,0.37999999999999545
2,1391,False,677.654,1483,123,139,2,2,16,11,False,False,677.654,False,2,False,-9999,0.0,0.0,0.0,0.17700000000002092,2,2,0.17700000000002092
2,1392,False,677.603,1484,124,140,10,2,16,12,False,False,677.603,False,2,False,-9999,0.0,0.0,0.0,2.0990000000000464,2,2,2.0990000000000464
2,1393,False,677.561,1485,125,141,11,2,16,13,False,False,677.561,False,2,False,-9999,0.0,0.0,0.0,2.2199999999999136,2,2,2.2199999999999136
2,1394,False,677.527,1486,126,142,13,2,16,14,False,False,677.527,False,2,False,-9999,0.0,0.0,0.0,2.3969999999999345,2,2,2.3969999999999345
2,1395,False,677.497,1487,127,143,13,2,16,15,False,False,677.497,False,2,False,-9999,0.0,0.0,0.0,2.3870000000000573,2,2,2.3870000000000573
2,1396,True,677.469,1488,128,144,11,2,16,16,False,False,677.469,False,2,False,-9999,0.0,0.0,0.0,2.061999999999898,2,2,2.061999999999898
2,1397,True,677.438,1489,129,145,1,2,16,17,False,False,677.438,False,2,False,-9999,0.0,0.0,0.0,0.0,2,2,0.0
8,1398,True,677.401,1491,771,821,3,4,16,18,False,False,677.401,False,3,False,-9999,0.0,0.0,0.0,0.20100000000002183,8,3,0.20100000000002183
8,1399,True,677.355,1492,772,822,2,4,16,19,False,False,677.355,False,3,False,-9999,0.0,0.0,0.0,0.09299999999996089,8,3,0.09299999999996089
8,1400,True,677.301,1493,773,823,1,4,16,20,False,False,677.301,False,3,False,-9999,0.0,0.0,0.0,0.0,8,3,0.0
8,1401,True,677.236,1402,774,775,1,1,16,21,False,False,677.236,False,6,False,-9999,0.0,0.0,0.0,0.0,8,6,0.0
8,1402,True,677.156,1403,775,776,2,1,16,22,False,False,677.156,False,6,False,-9999,0.0,0.0,0.0,0.08000000000004093,8,6,0.08000000000004093
8,1403,True,677.06,1404,776,777,3,1,16,23,False,False,677.06,False,6,False,-9999,0.0,0.0,0.0,0.17600000000004457,8,6,0.17600000000004457
8,1404,False,676.951,1405,777,778,4,1,16,24,False,False,676.951,False,6,False,-9999,0.0,0.0,0.0,0.28499999999996817,8,6,0.28499999999996817
8,1405,False,676.832,1406,778,779,5,1,16,25,False,False,676.832,False,6,False,-9999,0.0,0.0,0.0,0.40399999999999636,8,6,0.40399999999999636
8,1406,False,676.708,1407,779,780,6,1,16,26,False,False,676.708,False,6,False,-9999,0.0,0.0,0.0,0.52800000000002,8,6,0.52800000000002
8,1407,False,676.588,1408,780,781,7,1,16,27,False,False,676.588,False,6,False,-9999,0.0,0.0,0.0,0.6480000000000246,8,6,0.6480000000000246
8,1408,False,676.471,1409,781,782,8,1,16,28,False,False,676.471,False,6,False,-9999,0.0,0.0,0.0,0.7649999999999864,8,6,0.7649999999999864
8,1409,False,676.36,1410,782,783,9,1,16,29,False,False,676.36,False,6,False,-9999,0.0,0.0,0.0,0.8759999999999764,8,6,0.8759999999999764
8,1410,False,676.257,1411,783,784,10,1,16,30,False,False,676.257,False,6,False,-9999,0.0,0.0,0.0,0.9790000000000418,8,6,0.9790000000000418
8,1411,False,676.158,1412,784,785,11,1,16,31,False,False,676.158,False,6,False,-9999,0.0,0.0,0.0,1.0779999999999745,8,6,1.0779999999999745
8,1412,False,676.062,1413,785,786,12,1,16,32,False,False,676.062,False,6,False,-9999,0.0,0.0,0.0,1.1739999999999782,8,6,1.1739999999999782
8,1413,False,675.975,1414,786,787,13,1,16,33,False,False,675.975,False,6,False,-9999,0.0,0.0,0.0,1.2609999999999673,8,6,1.2609999999999673
8,1414,False,675.896,1415,787,788,14,1,16,34,False,False,675.896,False,6,False,-9999,0.0,0.0,0.0,1.3400000000000318,8,6,1.3400000000000318
8,1415,False,675.83,1416,788,789,15,1,16,35,False,False,675.83,False,6,False,-9999,0.0,0.0,0.0,1.405999999999949,8,6,1.405999999999949
8,1416,False,675.78,1417,789,790,16,1,16,36,False,False,675.78,False,6,False,-9999,0.0,0.0,0.0,1.4560000000000173,8,6,1.4560000000000173
8,1417,False,675.74,1418,790,791,17,1,16,37,False,False,675.74,False,6,False,-9999,0.0,0.0,0.0,1.495999999999981,8,6,1.495999999999981
8,1418,False,675.705,1419,791,792,18,1,16,38,False,False,675.705,False,6,False,-9999,0.0,0.0,0.0,1.530999999999949,8,6,1.530999999999949
8,1419,False,675.671,1420,792,793,19,1,16,39,False,False,675.671,False,6,False,-9999,0.0,0.0,0.0,1.5649999999999409,8,6,1.5649999999999409
8,1420,False,675.633,1421,793,794,20,1,16,40,False,False,675.633,False,6,False,-9999,0.0,0.0,0.0,1.6029999999999518,8,6,1.6029999999999518
8,1421,False,675.592,1422,794,795,21,1,16,41,False,False,675.592,False,6,False,-9999,0.0,0.0,0.0,1.6440000000000055,8,6,1.6440000000000055
8,1422,False,675.545,1423,795,796,22,1,16,42,False,False,675.545,False,6,False,-9999,0.0,0.0,0.0,1.691000000000031,8,6,1.691000000000031
8,1423,False,675.491,1424,796,797,23,1,16,43,False,False,675.491,False,6,False,-9999,0.0,0.0,0.0,1.7450000000000045,8,6,1.7450000000000045
8,1424,False,675.431,1425,797,798,24,1,16,44,False,False,675.431,False,6,False,-9999,0.0,0.0,0.0,1.80499999999995,8,6,1.80499999999995
8,1425,False,675.369,1426,798,799,25,1,16,45,False,False,675.369,False,6,False,-9999,0.0,0.0,0.0,1.8669999999999618,8,6,1.8669999999999618
8,1426,False,675.31,1427,799,800,26,1,16,46,False,False,675.31,False,6,False,-9999,0.0,0.0,0.0,1.9260000000000446,8,6,1.9260000000000446
8,1427,False,675.264,1428,800,801,27,1,16,47,False,False,675.264,False,6,False,-9999,0.0,0.0,0.0,1.97199999999998,8,6,1.97199999999998
8,1428,False,675.233,1429,801,802,28,1,16,48,False,False,675.233,False,6,False,-9999,0.0,0.0,0.0,2.0030000000000427,8,6,2.0030000000000427
8,1429,False,675.207,1522,802,852,45,1,16,49,False,False,675.207,False,3,False,-9999,0.0,0.0,0.0,2.79200000000003,8,3,2.79200000000003
8,1430,False,675.175,1523,803,853,12,1,16,50,False,False,675.175,False,3,False,-9999,0.0,0.0,0.0,0.4880000000000564,8,3,0.4880000000000564
8,1431,False,675.129,1524,804,854,572,1,16,51,False,False,675.129,False,3,False,-9999,0.0,0.0,0.0,60.013999999999555,8,3,60.013999999999555
8,1432,False,675.067,1525,805,855,12,1,16,52,False,False,675.067,False,3,False,-9999,0.0,0.0,0.0,1.1380000000000337,8,3,1.1380000000000337
8,1433,False,674.996,1526,806,856,12,1,16,53,False,False,674.996,False,3,False,-9999,0.0,0.0,0.0,1.2180000000000746,8,3,1.2180000000000746
8,1434,False,674.927,1527,807,857,14,1,16,54,False,False,674.927,False,3,False,-9999,0.0,0.0,0.0,1.606999999999971,8,3,1.606999999999971
8,1435,False,674.868,1528,808,858,14,1,16,55,False,False,674.868,False,3,False,-9999,0.0,0.0,0.0,1.8149999999998272,8,3,1.8149999999998272
8,1436,False,674.818,1528,809,858,9,1,16,56,False,False,674.818,False,2,False,-9999,0.0,0.0,0.0,1.2110000000000127,8,2,1.2110000000000127
8,1437,False,674.776,1529,810,859,11,1,16,57,False,False,674.776,False,2,False,-9999,0.0,0.0,0.0,1.4089999999999918,8,2,1.4089999999999918
8,1438,False,674.748,1530,811,860,10,1,16,58,False,False,674.748,False,2,False,-9999,0.0,0.0,0.0,1.3729999999999336,8,2,1.3729999999999336
8,1439,False,674.742,1531,812,861,11,1,16,59,False,False,674.742,False,2,False,-9999,0.0,0.0,0.0,1.43100000000004,8,2,1.43100000000004
8,1440,False,674.766,1532,813,862,12,1,16,60,False,False,674.766,False,2,False,-9999,0.0,0.0,0.0,1.4320000000000164,8,2,1.4320000000000164
8,1441,False,674.82,1533,814,863,27,1,16,61,False,False,674.82,False,2,False,-9999,0.0,0.0,0.0,3.127999999999929,8,2,3.127999999999929
8,1442,False,674.895,1534,815,864,4,1,16,62,False,False,674.895,False,2,False,-9999,0.0,0.0,0.0,0.5919999999999845,8,2,0.5919999999999845
8,1443,False,674.968,1535,816,865,1,1,16,63,False,False,674.968,False,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,1444,False,675.029,1536,817,866,10,1,16,64,False,False,675.029,False,2,False,-9999,0.0,0.0,0.0,0.9420000000000073,8,2,0.9420000000000073
8,1445,False,675.078,1537,818,867,11,1,16,65,False,False,675.078,False,2,False,-9999,0.0,0.0,0.0,0.9629999999999654,8,2,0.9629999999999654
8,1446,False,675.122,1538,819,868,12,1,16,66,False,False,675.122,False,2,False,-9999,0.0,0.0,0.0,1.11200000000008,8,2,1.11200000000008
8,1447,True,675.165,1539,820,869,15,1,16,67,False,False,675.165,False,2,False,-9999,0.0,0.0,0.0,1.5860000000001264,8,2,1.5860000000001264
3,1448,True,675.209,1540,301,325,34,3,16,68,False,False,675.209,False,2,False,-9999,0.0,0.0,0.0,6.947000000000116,3,2,6.947000000000116
3,1449,False,675.24,1541,302,326,15,3,16,69,False,False,675.24,False,2,False,-9999,0.0,0.0,0.0,2.9750000000000227,3,2,2.9750000000000227
3,1450,False,675.244,1542,303,327,5,3,16,70,False,False,675.244,False,2,False,-9999,0.0,0.0,0.0,0.5389999999999873,3,2,0.5389999999999873
3,1451,False,675.21,1544,304,329,15,3,16,71,False,False,675.21,False,3,False,-9999,0.0,0.0,0.0,3.1680000000000064,3,3,3.1680000000000064
3,1452,False,675.146,1545,305,330,1,3,16,72,False,False,675.146,False,3,False,-9999,0.0,0.0,0.0,0.0,3,3,0.0
3,1453,False,675.065,1546,306,331,20,3,16,73,False,False,675.065,False,3,False,-9999,0.0,0.0,0.0,4.478999999999928,3,3,4.478999999999928
3,1454,False,674.982,1546,307,331,15,3,16,74,False,False,674.982,False,2,False,-9999,0.0,0.0,0.0,3.657000000000039,3,2,3.657000000000039
3,1455,False,674.911,1547,308,332,15,3,16,75,False,False,674.911,False,2,False,-9999,0.0,0.0,0.0,3.8170000000000073,3,2,3.8170000000000073
3,1456,False,674.867,1548,309,333,7,3,16,76,False,False,674.867,False,2,False,-9999,0.0,0.0,0.0,1.6210000000000946,3,2,1.6210000000000946
3,1457,False,674.849,1549,310,334,15,3,16,77,False,False,674.849,False,2,False,-9999,0.0,0.0,0.0,3.936999999999898,3,2,3.936999999999898
3,1458,False,674.858,1550,311,335,14,3,16,78,False,False,674.858,False,2,False,-9999,0.0,0.0,0.0,3.8050000000000637,3,2,3.8050000000000637
3,1459,False,674.9,1551,312,336,21,3,16,79,False,False,674.9,False,2,False,-9999,0.0,0.0,0.0,5.772000000000048,3,2,5.772000000000048
3,1460,False,674.977,1552,313,337,12,3,16,80,False,False,674.977,False,2,False,-9999,0.0,0.0,0.0,3.45900000000006,3,2,3.45900000000006
3,1461,False,675.076,1552,314,337,62,3,16,81,False,False,675.076,False,1,False,-9999,0.0,0.0,0.0,18.43999999999994,3,1,18.43999999999994
3,1462,False,675.196,1553,315,338,18,3,16,82,False,False,675.196,False,1,False,-9999,0.0,0.0,0.0,3.9329999999997654,3,1,3.9329999999997654
3,1463,False,675.342,1554,316,339,6,3,16,83,False,False,675.342,False,1,False,-9999,0.0,0.0,0.0,2.2620000000000573,3,1,2.2620000000000573
3,1464,False,675.493,1555,317,340,7,3,16,84,False,False,675.493,False,1,False,-9999,0.0,0.0,0.0,2.38799999999992,3,1,2.38799999999992
3,1465,False,675.64,1556,318,341,17,3,16,85,False,False,675.64,False,1,False,-9999,0.0,0.0,0.0,3.6829999999999927,3,1,3.6829999999999927
3,1466,False,675.791,1557,319,342,10,3,16,86,False,False,675.791,False,1,False,-9999,0.0,0.0,0.0,2.6289999999999054,3,1,2.6289999999999054
3,1467,False,675.943,1558,320,343,5,3,16,87,False,False,675.943,False,1,False,-9999,0.0,0.0,0.0,1.6820000000000164,3,1,1.6820000000000164
3,1468,False,676.093,1559,321,344,4,3,16,88,False,False,676.093,False,1,False,-9999,0.0,0.0,0.0,1.3100000000000591,3,1,1.3100000000000591
3,1469,False,676.253,1560,322,345,3,3,16,89,False,False,676.253,False,1,False,-9999,0.0,0.0,0.0,0.9009999999999536,3,1,0.9009999999999536
3,1470,False,676.428,1561,323,346,2,3,16,90,False,False,676.428,False,1,False,-9999,0.0,0.0,0.0,0.45699999999999363,3,1,0.45699999999999363
3,1471,False,676.608,1562,324,347,1,3,16,91,False,False,676.608,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
,1472,,,,122,,0,,16,92,,True,,True,,False,-9999,0.0,0.0,0.0,0.0,,,0.0
,1473,,,,123,,0,,17,1,,True,,True,,False,-9999,0.0,0.0,0.0,0.0,,,0.0
2,1474,False,677.928,1567,130,148,1,2,17,2,False,False,677.928,True,3,False,-9999,0.0,0.0,0.0,0.0,2,3,0.0
2,1475,False,677.841,1568,131,149,2,2,17,3,False,False,677.841,False,3,False,-9999,0.0,0.0,0.0,0.25699999999994816,2,3,0.25699999999994816
2,1476,False,677.765,1568,132,149,35,2,17,4,False,False,677.765,False,2,False,-9999,0.0,0.0,0.0,5.890999999999963,2,2,5.890999999999963
2,1477,False,677.702,1569,133,150,8,2,17,5,False,False,677.702,False,2,False,-9999,0.0,0.0,0.0,1.566000000000031,2,2,1.566000000000031
2,1478,False,677.655,1570,134,151,7,2,17,6,False,False,677.655,False,2,False,-9999,0.0,0.0,0.0,1.34800000000007,2,2,1.34800000000007
2,1479,False,677.622,1571,135,152,6,2,17,7,False,False,677.622,False,2,False,-9999,0.0,0.0,0.0,1.1000000000000227,2,2,1.1000000000000227
2,1480,False,677.591,1572,136,153,9,2,17,8,False,False,677.591,False,2,False,-9999,0.0,0.0,0.0,1.8360000000000127,2,2,1.8360000000000127
2,1481,False,677.556,1573,137,154,5,2,17,9,False,False,677.556,False,2,False,-9999,0.0,0.0,0.0,0.7999999999999545,2,2,0.7999999999999545
2,1482,False,677.517,1574,138,155,4,2,17,10,False,False,677.517,False,2,False,-9999,0.0,0.0,0.0,0.56899999999996,2,2,0.56899999999996
2,1483,False,677.476,1575,139,156,3,2,17,11,False,False,677.476,False,2,False,-9999,0.0,0.0,0.0,0.3550000000000182,2,2,0.3550000000000182
2,1484,False,677.439,1576,140,157,11,2,17,12,False,False,677.439,False,2,False,-9999,0.0,0.0,0.0,2.2630000000000337,2,2,2.2630000000000337
2,1485,False,677.413,1577,141,158,12,2,17,13,False,False,677.413,False,2,False,-9999,0.0,0.0,0.0,2.367999999999938,2,2,2.367999999999938
2,1486,False,677.395,1578,142,159,14,2,17,14,False,False,677.395,False,2,False,-9999,0.0,0.0,0.0,2.5289999999999964,2,2,2.5289999999999964
2,1487,False,677.382,1579,143,160,14,2,17,15,False,False,677.382,False,2,False,-9999,0.0,0.0,0.0,2.5020000000000664,2,2,2.5020000000000664
2,1488,False,677.369,1580,144,161,12,2,17,16,False,False,677.369,False,2,False,-9999,0.0,0.0,0.0,2.161999999999921,2,2,2.161999999999921
2,1489,True,677.352,1581,145,162,2,2,17,17,False,False,677.352,False,2,False,-9999,0.0,0.0,0.0,0.08600000000001273,2,2,0.08600000000001273
2,1490,True,677.328,1582,146,163,1,2,17,18,False,False,677.328,False,2,False,-9999,0.0,0.0,0.0,0.0,2,2,0.0
8,1491,True,677.294,1584,821,870,4,4,17,19,False,False,677.294,False,3,False,-9999,0.0,0.0,0.0,0.3079999999999927,8,3,0.3079999999999927
8,1492,True,677.251,1585,822,871,3,4,17,20,False,False,677.251,False,3,False,-9999,0.0,0.0,0.0,0.19700000000000273,8,3,0.19700000000000273
8,1493,True,677.195,1586,823,872,2,4,17,21,False,False,677.195,False,3,False,-9999,0.0,0.0,0.0,0.10599999999999454,8,3,0.10599999999999454
8,1494,True,677.124,1587,824,873,1,4,17,22,False,False,677.124,False,3,False,-9999,0.0,0.0,0.0,0.0,8,3,0.0
8,1495,True,677.037,1496,825,826,1,1,17,23,False,False,677.037,False,6,False,-9999,0.0,0.0,0.0,0.0,8,6,0.0
8,1496,True,676.94,1497,826,827,2,1,17,24,False,False,676.94,False,6,False,-9999,0.0,0.0,0.0,0.09699999999997999,8,6,0.09699999999997999
8,1497,True,676.831,1498,827,828,3,1,17,25,False,False,676.831,False,6,False,-9999,0.0,0.0,0.0,0.20600000000001728,8,6,0.20600000000001728
8,1498,True,676.718,1499,828,829,4,1,17,26,False,False,676.718,False,6,False,-9999,0.0,0.0,0.0,0.31900000000007367,8,6,0.31900000000007367
8,1499,True,676.606,1500,829,830,5,1,17,27,False,False,676.606,False,6,False,-9999,0.0,0.0,0.0,0.43100000000004,8,6,0.43100000000004
8,1500,True,676.493,1501,830,831,6,1,17,28,False,False,676.493,False,6,False,-9999,0.0,0.0,0.0,0.5439999999999827,8,6,0.5439999999999827
8,1501,True,676.381,1502,831,832,7,1,17,29,False,False,676.381,False,6,False,-9999,0.0,0.0,0.0,0.6560000000000628,8,6,0.6560000000000628
8,1502,True,676.273,1503,832,833,8,1,17,30,False,False,676.273,False,6,False,-9999,0.0,0.0,0.0,0.76400000000001,8,6,0.76400000000001
8,1503,True,676.166,1504,833,834,9,1,17,31,False,False,676.166,False,6,False,-9999,0.0,0.0,0.0,0.8709999999999809,8,6,0.8709999999999809
8,1504,True,676.062,1505,834,835,10,1,17,32,False,False,676.062,False,6,False,-9999,0.0,0.0,0.0,0.9750000000000227,8,6,0.9750000000000227
8,1505,True,675.971,1506,835,836,11,1,17,33,False,False,675.971,False,6,False,-9999,0.0,0.0,0.0,1.066000000000031,8,6,1.066000000000031
8,1506,True,675.891,1507,836,837,12,1,17,34,False,False,675.891,False,6,False,-9999,0.0,0.0,0.0,1.1460000000000719,8,6,1.1460000000000719
8,1507,True,675.825,1600,837,886,13,1,17,35,False,False,675.825,False,3,False,-9999,0.0,0.0,0.0,1.211999999999989,8,3,1.211999999999989
